step,winner,endpoint_factor,edge_factor
9,1,-0.0928571,-0.59246
10,1,-0.152381,-0.599206
11,1,0.347619,-0.392063
0,-1,0,0
1,-1,0.5,0.208333
2,-1,0,0
3,-1,0.490476,0.208333
4,-1,5.55112e-17,0
5,-1,0,0
6,-1,-0.5,-0.183333
7,-1,-0.283333,-0.503968
8,-1,-0.9,-0.705556
9,-1,-0.60119,-0.494444
10,-1,-0.434524,-0.261111
11,-1,-0.184524,-0.25119
12,-1,-0.0678571,0.00992063
13,-1,0.182143,-0.0123016
0,1,0,0
1,1,0.5,0.208333
2,1,0,0
3,1,0.458333,0.208333
4,1,0,0
5,1,0.467857,0.208333
6,1,0.15,0.281746
7,1,0.664719,0.505556
8,1,-0.0257576,0.342857
9,1,0.610256,0.486111
10,1,0.41859,0.261111
11,1,0.91859,0.520635
12,1,-0.446429,-0.0400794
13,1,0.0963235,0.187698
0,-1,0,0
1,-1,0.283333,0.211111
2,-1,-0.216667,0.00277778
3,-1,0.166667,0.211111
4,-1,-0.767857,-0.441667
5,-1,0.415476,0.204365
6,-1,0.00674603,-0.00396825
7,-1,0.0722222,0
8,-1,-0.37702,-0.205556
9,-1,-0.663034,-0.427778
10,-1,-0.51307,-0.194444
0,1,0,0
1,1,0.283333,0.211111
2,1,-0.666667,-0.444444
3,1,0.440476,0.204365
4,1,-0.767857,-0.441667
5,1,-0.257937,-0.227381
6,1,-0.305556,-0.255159
7,1,0.434921,-0.103571
8,1,-0.719048,-0.734127
9,1,-0.203968,-0.526984
10,1,-0.404762,-0.198413
11,1,0.0952381,0.0126984
12,1,-0.192857,0.0543651
13,1,0.440476,0.262698
14,1,0.219643,0.351587
15,1,0.63631,0.562698
16,1,0.129365,0.351587
17,1,0.379365,0.326587
18,1,0.546032,0.544444
19,1,0.796032,0.522222
20,1,0.882633,0.594444
21,1,1.20714,0.820635
22,1,0.657143,0.551948
23,1,0.990476,0.510786
0,-1,0,0
1,-1,0.283333,0.211111
2,-1,-0.216667,0.00277778
3,-1,0.241667,0.211111
4,-1,-0.216667,0.00277778
5,-1,-0.0916667,-0.261111
6,-1,-0.317857,-0.503968
7,-1,-0.492857,-0.785714
8,-1,-0.916667,-0.994048
9,-1,-0.642857,-0.74127
10,-1,-1.27619,-0.949603
11,-1,-0.392857,-0.539683
12,-1,-0.861111,-0.748016
13,-1,-0.0515873,-0.331349
14,-1,-0.551587,-0.539683
15,-1,-0.00992063,-0.331349
16,-1,-0.69881,-0.219048
17,-1,-0.122619,-0.075
18,-1,-0.637698,-0.282143
0,1,0,0
