step,winner,endpoint_factor,edge_factor
10,1,5,45
11,1,2,62
12,1,-9,19
13,1,-6,36
14,1,-8,2
15,1,-3,51
16,1,-4,2
17,1,-1,54
18,1,-6,36
19,1,-6,38
20,1,-4,38
21,1,-7,22
22,1,-10,6
23,1,-11,28
0,-1,0,0
1,-1,-1,17
2,-1,0,0
3,-1,1,17
4,-1,0,0
5,-1,1,17
6,-1,4,0
7,-1,7,17
8,-1,8,0
9,-1,11,17
10,-1,14,0
11,-1,17,17
12,-1,-11,-11
13,-1,-35,-33
14,-1,-7,-11
15,-1,-9,-9
16,-1,-10,-58
17,-1,-8,-24
18,-1,-5,-9
19,-1,-5,-9
20,-1,-3,-11
21,-1,-2,6
22,-1,-1,22
23,-1,0,42
24,-1,1,62
25,-1,-1,64
26,-1,1,62
27,-1,-1,64
28,-1,1,64
29,-1,23,96
30,-1,28,78
31,-1,35,102
32,-1,40,82
33,-1,38,82
34,-1,36,34
35,-1,39,108
36,-1,41,100
0,-1,0,0
1,-1,-3,-17
2,-1,0,0
3,-1,-5,-17
4,-1,0,0
5,-1,1,17
6,-1,8,34
7,-1,20,62
8,-1,11,13
9,-1,6,-4
10,-1,5,-21
11,-1,6,28
12,-1,3,-21
13,-1,4,-34
14,-1,4,-34
15,-1,1,-17
16,-1,-1,-23
0,1,0,0
1,1,3,17
2,1,0,0
3,1,-1,17
4,1,-3,-17
5,1,8,28
6,1,7,-21
7,1,8,28
8,1,6,-6
9,1,7,11
10,1,2,-6
11,1,5,11
12,1,23,3
13,1,8,-4
0,-1,0,0
1,-1,-1,17
2,-1,0,0
3,-1,1,17
4,-1,0,0
5,-1,1,-17
6,-1,-8,-32
7,-1,-12,-28
8,-1,-19,-77
9,-1,-4,-32
10,-1,-5,-81
11,-1,-3,-47
12,-1,0,-32
13,-1,9,13
14,-1,14,28
15,-1,25,73
16,-1,23,39
17,-1,19,39
18,-1,22,18
19,-1,20,20
20,-1,21,4
21,-1,21,42
22,-1,18,-12
23,-1,20,-16
24,-1,19,-36
25,-1,20,24
26,-1,22,24
27,-1,20,26
28,-1,19,8
29,-1,20,76
30,-1,19,10
31,-1,31,60
32,-1,30,-12
33,-1,35,14
34,-1,29,-40
35,-1,32,40
36,-1,32,40
37,-1,32,96
38,-1,29,15
39,-1,37,65
40,-1,36,-16
41,-1,45,67
42,-1,48,94
0,-1,0,0
1,-1,-1,17
2,-1,0,0
3,-1,1,-17
4,-1,-2,-32
5,-1,3,-15
6,-1,-2,-32
7,-1,-5,-15
8,-1,-16,-58
9,-1,-7,-9
10,-1,-8,-58
11,-1,-8,-22
12,-1,-8,-58
13,-1,-5,-9
14,-1,-4,-26
15,-1,1,-11
16,-1,4,4
17,-1,4,4
18,-1,9,20
19,-1,7,20
20,-1,10,0
21,-1,13,20
22,-1,5,-14
0,1,0,0
1,1,3,17
2,1,4,0
3,1,5,17
4,1,-2,-32
5,1,-3,-15
6,1,-6,2
7,1,-3,19
8,1,-12,-32
9,1,-13,-15
10,1,-18,-66
11,1,-14,-32
12,1,-13,-49
13,1,-15,-45
0,1,0,0
1,1,-3,-17
2,1,-8,-34
3,1,-9,-17
4,1,-10,0
5,1,-17,-15
6,1,-17,-13
7,1,-16,6
0,-1,0,0
1,-1,3,17
2,-1,0,0
3,-1,1,17
4,-1,4,0
5,-1,5,17
6,-1,1,-15
7,-1,-4,6
8,-1,1,21
9,-1,-1,21
10,-1,2,2
0,-1,0,0
1,-1,-3,-17
2,-1,0,0
3,-1,-5,-17
4,-1,0,0
5,-1,-5,-17
6,-1,-5,-17
7,-1,-12,-34
8,-1,-13,-17
9,-1,-12,0
10,-1,-27,-47
11,-1,-27,-45
12,-1,-24,-62
13,-1,-24,-62
14,-1,-29,-79
15,-1,-50,-90
16,-1,-25,-111
17,-1,-22,-60
18,-1,6,-70
19,-1,9,-19
20,-1,17,7
21,-1,16,28
0,-1,0,0
1,-1,-1,17
2,-1,0,0
3,-1,1,17
4,-1,-2,0
5,-1,-1,-17
6,-1,-4,-32
7,-1,8,-4
8,-1,9,11
9,-1,4,-2
10,-1,4,-38
11,-1,5,13
12,-1,2,-36
13,-1,3,13
14,-1,4,30
0,-1,0,0
1,-1,-1,17
2,-1,0,0
3,-1,-1,17
4,-1,-2,0
5,-1,-3,17
6,-1,-12,-26
7,-1,-3,23
8,-1,-6,6
9,-1,-8,6
10,-1,5,11
11,-1,6,28
12,-1,5,11
0,1,0,0
1,1,-3,-17
2,1,-8,-34
3,1,-9,-17
4,1,-8,-34
5,1,-15,-49
6,1,-16,-34
7,1,-19,-17
8,1,-22,-34
9,1,-25,-15
10,1,-23,-15
11,1,-24,4
0,-1,0,0
1,-1,-1,17
2,-1,0,0
3,-1,1,17
4,-1,12,28
5,-1,11,9
6,-1,12,-8
0,-1,0,0
1,-1,-1,17
2,-1,0,0
3,-1,-1,17
4,-1,0,0
5,-1,-11,-7
6,-1,-10,-24
7,-1,-9,25
8,-1,-4,40
9,-1,-6,40
10,-1,-3,21
11,-1,2,72
12,-1,6,32
0,-1,0,0
1,-1,-1,17
2,-1,0,0
3,-1,1,17
4,-1,12,28
5,-1,13,45
6,-1,14,28
7,-1,13,47
8,-1,12,30
9,-1,10,30
10,-1,11,11
0,-1,0,0
1,-1,3,17
2,-1,-4,-32
3,-1,-1,17
4,-1,6,30
5,-1,5,47
6,-1,4,-2
7,-1,3,15
8,-1,6,-2
9,-1,17,45
10,-1,12,30
11,-1,9,13
12,-1,13,13
13,-1,16,30
14,-1,19,43
15,-1,17,43
16,-1,16,24
17,-1,14,26
18,-1,22,22
19,-1,23,73
0,-1,0,0
1,-1,-1,17
2,-1,0,0
3,-1,1,17
4,-1,-2,0
5,-1,-3,17
6,-1,-4,0
7,-1,-5,-17
8,-1,-3,-19
0,-1,0,0
1,-1,-3,-17
2,-1,-8,-34
3,-1,-3,-17
