step,winner,endpoint_factor,edge_factor
6,-1,0,-0.0238095
7,-1,0,0
8,-1,0,0
9,-1,0,0.0238095
10,-1,0,0.0238095
11,-1,0,0.0238095
12,-1,0,0.0238095
13,-1,0.166667,0.0238095
14,-1,-0.166667,0.0238095
15,-1,0,0.0238095
16,-1,0,0.0238095
17,-1,0,0
18,-1,0,0
19,-1,0.166667,0
20,-1,0,0
0,-1,0,0
1,-1,0.0833333,0
2,-1,0,0
3,-1,0,-0.0178571
4,-1,0,0
5,-1,0,0.0238095
6,-1,0,0
7,-1,0,0
8,-1,-0.208333,0
0,1,0,0
1,1,0.166667,-0.0138889
2,1,0.133333,0
3,1,0.333333,-0.031746
4,1,0,-0.0178571
5,1,0,-0.0416667
6,1,0,-0.0238095
7,1,0.166667,-0.0238095
8,1,0,-0.0238095
9,1,0.166667,-0.0571429
10,1,0,-0.0571429
11,1,0.166667,-0.0571429
0,1,0,0
1,1,-0.166667,0.0138889
2,1,0,0
3,1,0,0
4,1,0,-0.0178571
5,1,0,-0.0416667
6,1,0,0
7,1,0.166667,-0.0178571
8,1,-0.166667,-0.0238095
9,1,0,0.0833333
0,-1,0,0
1,-1,-0.0333333,0.0178571
2,-1,-0.133333,0.0178571
3,-1,0.0833333,0.0178571
4,-1,-0.133333,0.0178571
5,-1,0.0833333,0
6,-1,0.0833333,0
7,-1,0,0.0238095
8,-1,0,0.0238095
9,-1,0.166667,0
10,-1,0,0
11,-1,0,0
12,-1,0,-0.0333333
13,-1,0,0
14,-1,0,-0.0333333
15,-1,0,0
16,-1,0,-0.0333333
17,-1,0,-0.0333333
18,-1,-0.166667,-0.0571429
0,1,0,0
1,1,-0.0333333,0.0178571
2,1,-0.133333,0.0178571
3,1,0,0.0238095
4,1,-0.166667,0.0238095
5,1,0,0.0416667
6,1,-0.166667,0.0416667
7,1,0,0.0238095
8,1,-0.166667,0
9,1,0,0.0333333
10,1,0,0.0333333
11,1,0,0.0333333
12,1,0,0.0333333
13,1,0,0.0333333
14,1,-0.0833333,0.0333333
15,1,0,0.0333333
16,1,0,0.0333333
17,1,0,0.0333333
18,1,0,0.0333333
19,1,0,0.05
20,1,0,0.0833333
21,1,0,0.05
22,1,-0.166667,0.05
23,1,0,0.05
24,1,-0.166667,0.133333
25,1,0,0.133333
26,1,0,0.05
27,1,0,0
28,1,0,-0.0333333
29,1,0,0.05
30,1,0,0.05
31,1,0,0.05
32,1,0,0.0333333
33,1,0,0.05
34,1,0,0.05
35,1,0,0.05
36,1,0,0.05
37,1,0.166667,-0.0888889
38,1,0,-0.138889
39,1,0.166667,-0.1
40,1,0,-0.1
41,1,0.166667,-0.1
42,1,0,-0.1
43,1,0,-0.1
0,1,0,0
1,1,-0.0333333,0.0178571
2,1,-0.133333,0.0178571
3,1,0.133333,0.0178571
4,1,-0.133333,0.0178571
5,1,0.133333,0
6,1,0,0
7,1,0,0.0571429
8,1,0,0.0571429
9,1,0,0.0333333
10,1,0,0
11,1,0,0
12,1,0,0
13,1,0,0
14,1,0,0
15,1,0,0
16,1,0,0
17,1,0,0.05
18,1,0,0.05
19,1,0,0.05
20,1,0,0
21,1,0,-0.0333333
22,1,0,-0.0571429
23,1,0,-0.0333333
24,1,0,-0.0333333
25,1,0,-0.0333333
26,1,-0.166667,-0.0333333
27,1,0,-0.0333333
28,1,-0.166667,-0.0333333
29,1,0.166667,-0.0333333
30,1,0,-0.0333333
31,1,0,-0.0238095
32,1,-0.166667,-0.0571429
33,1,0.0833333,-0.0571429
34,1,0,-0.107143
35,1,0.166667,0
36,1,0,0
37,1,0.166667,0
0,1,0,0
1,1,0.166667,-0.0138889
2,1,0,0
3,1,0.166667,0
4,1,0,0
5,1,0.166667,0
6,1,0,0
7,1,0,0
8,1,0,0
9,1,0,0
10,1,0,0
11,1,0,0
12,1,0,0
13,1,0,0
14,1,0,0
15,1,0,0.0238095
16,1,0,0
17,1,0,0
18,1,0,-0.0333333
19,1,0,-0.0333333
20,1,0,-0.075
21,1,0,-0.075
22,1,-0.166667,-0.0178571
23,1,0.166667,-0.0178571
24,1,0,0
25,1,0,0.0238095
26,1,0,0
0,-1,0,0
1,-1,0.166667,-0.0138889
2,-1,0,0
3,-1,0.133333,0
4,-1,0.133333,-0.0238095
5,-1,0.0833333,-0.0238095
6,-1,0,-0.0238095
7,-1,0.0833333,-0.0238095
8,-1,0,-0.0238095
9,-1,0,-0.0238095
10,-1,0,-0.0238095
11,-1,0,0.0416667
12,-1,0,0.0416667
13,-1,0,0.0238095
14,-1,0,0
15,-1,0,0
16,-1,0,0
17,-1,0,0
18,-1,0,0
19,-1,0,0
20,-1,0,0
21,-1,0,0.0238095
22,-1,0,0.0238095
23,-1,0,0.0571429
24,-1,-0.166667,0.0571429
0,-1,0,0
1,-1,-0.0333333,0.0178571
2,-1,-0.166667,0.031746
3,-1,0.133333,0.0178571
4,-1,0.0833333,0.0178571
5,-1,0.208333,0.0238095
6,-1,0,0.0238095
7,-1,0,0.0571429
8,-1,0,0.0333333
9,-1,0,0.0333333
10,-1,0,0.0333333
11,-1,0,0.0571429
12,-1,0,0.0571429
13,-1,0,0.0571429
14,-1,0,0
15,-1,0,0
16,-1,0,-0.0333333
