Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls   s/call   s/call  name    
   [4] NegaMaxSearcher::NegaMax(Position const&, int) [20] std::bitset<7ul>::_M_check(unsigned long, char const*) const [47] std::vector<Move, std::allocator<Move> >::push_back(Move const&)
 [161] NegaMaxSearcher::NegaMaxSearcher(int) [99] std::vector<Move, std::allocator<Move> >::_M_check_len(unsigned long, char const*) const [114] std::vector<Move, std::allocator<Move> >::vector()
 [162] NegaMaxSearcher::~NegaMaxSearcher() [84] std::vector<Move, std::allocator<Move> >::size() const [115] std::vector<Move, std::allocator<Move> >::~vector()
  [81] Move::Move(int, int, Piece) [88] std::vector<Move, std::allocator<Move> >::max_size() const [153] std::vector<Move, std::allocator<Move> >::operator[](unsigned long)
 [154] Move::Move(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, Position const&) [108] std::allocator<Move>::allocator() [54] std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::_M_default_initialize(unsigned long)
 [149] Move::Move()          [109] std::allocator<Move>::~allocator() [55] std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::vector(unsigned long, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > const&)
  [14] Position::FillWinnerFlags(int, int) [132] std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >::allocator(std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > const&) [144] std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::~vector()
   [6] Position::FillForcedPieces(int, int) [133] std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >::allocator() [118] std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::operator[](unsigned long)
  [13] Position::TraceVictoryLineOrLoop(int, int, bool) [124] std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >::~allocator() [35] void std::_Construct<Move, Move>(Move*, Move&&)
  [12] Position::at(int, int) [21] std::_Base_bitset<1ul>::_M_getword(unsigned long) [52] void std::_Construct<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >>(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*)
  [42] Position::Swap(Position*) [18] std::_Base_bitset<1ul>::_S_maskbit(unsigned long) [75] Move* std::__addressof<Move>(Move&)
  [78] Position::Position()   [29] std::_Base_bitset<1ul>::_S_whichbit(unsigned long) [120] std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >* std::__addressof<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&)
  [79] Position::~Position() [134] void std::_Destroy_aux<false>::__destroy<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*>(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*) [70] Piece* std::__niter_base<Piece*>(Piece*)
 [163] Searcher::Searcher()   [92] void std::_Destroy_aux<true>::__destroy<Move*>(Move*, Move*) [26] Move* std::uninitialized_copy<std::move_iterator<Move*>, Move*>(std::move_iterator<Move*>, std::move_iterator<Move*>, Move*)
 [155] Searcher::~Searcher() [100] std::_Vector_base<Move, std::allocator<Move> >::_M_allocate(unsigned long) [27] Move* std::__uninitialized_copy_a<std::move_iterator<Move*>, Move*, Move>(std::move_iterator<Move*>, std::move_iterator<Move*>, Move*, std::allocator<Move>&)
  [97] __gnu_cxx::new_allocator<Move>::deallocate(Move*, unsigned long) [110] std::_Vector_base<Move, std::allocator<Move> >::_Vector_impl::_Vector_impl() [56] std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >* std::__uninitialized_default_n<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*, unsigned long>(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*, unsigned long)
  [98] __gnu_cxx::new_allocator<Move>::allocate(unsigned long, void const*) [111] std::_Vector_base<Move, std::allocator<Move> >::_Vector_impl::~_Vector_impl() [57] std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >* std::__uninitialized_default_n_a<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*, unsigned long, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*, unsigned long, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >&)
  [58] void __gnu_cxx::new_allocator<Move>::construct<Move, char const (&) [4], Position const&>(Move*, char const (&) [4], Position const&) [93] std::_Vector_base<Move, std::allocator<Move> >::_M_deallocate(Move*, unsigned long) [91] std::move_iterator<Move*> std::__make_move_if_noexcept_iterator<Move, std::move_iterator<Move*> >(Move*)
  [49] void __gnu_cxx::new_allocator<Move>::construct<Move, Move const&>(Move*, Move const&) [86] std::_Vector_base<Move, std::allocator<Move> >::_M_get_Tp_allocator() [28] Move* std::__uninitialized_move_if_noexcept_a<Move*, Move*, std::allocator<Move> >(Move*, Move*, Move*, std::allocator<Move>&)
  [44] void __gnu_cxx::new_allocator<Move>::construct<Move, int&, int&, Piece>(Move*, int&, int&, Piece&&) [112] std::_Vector_base<Move, std::allocator<Move> >::_Vector_base() [83] int const& std::max<int>(int const&, int const&)
 [106] __gnu_cxx::new_allocator<Move>::new_allocator() [113] std::_Vector_base<Move, std::allocator<Move> >::~_Vector_base() [103] unsigned long const& std::max<unsigned long>(unsigned long const&, unsigned long const&)
 [107] __gnu_cxx::new_allocator<Move>::~new_allocator() [135] std::_Vector_base<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::_M_allocate(unsigned long) [38] int const& std::min<int>(int const&, int const&)
 [127] __gnu_cxx::new_allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >::deallocate(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*, unsigned long) [136] std::_Vector_base<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::_Vector_impl::_Vector_impl(std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > const&) [10] void std::fill<Piece*, Piece>(Piece*, Piece*, Piece const&)
 [128] __gnu_cxx::new_allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >::allocate(unsigned long, void const*) [137] std::_Vector_base<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::_Vector_impl::~_Vector_impl() [41] std::remove_reference<Piece*&>::type&& std::move<Piece*&>(Piece*&)
 [129] __gnu_cxx::new_allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >::new_allocator(__gnu_cxx::new_allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > const&) [138] std::_Vector_base<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::_M_deallocate(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*, unsigned long) [122] std::remove_reference<bool&>::type&& std::move<bool&>(bool&)
 [130] __gnu_cxx::new_allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >::new_allocator() [139] std::_Vector_base<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::_M_create_storage(unsigned long) [126] std::remove_reference<int&>::type&& std::move<int&>(int&)
 [123] __gnu_cxx::new_allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >::~new_allocator() [125] std::_Vector_base<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::_M_get_Tp_allocator() [43] std::enable_if<std::__and_<std::is_move_constructible<Piece*>, std::is_move_assignable<Piece*> >::value, void>::type std::swap<Piece*>(Piece*&, Piece*&)
 [105] __gnu_cxx::__normal_iterator<Move*, std::vector<Move, std::allocator<Move> > >::__normal_iterator(Move* const&) [140] std::_Vector_base<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::_Vector_base(unsigned long, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > const&) [147] std::enable_if<std::__and_<std::is_move_constructible<bool>, std::is_move_assignable<bool> >::value, void>::type std::swap<bool>(bool&, bool&)
  [80] __gnu_cxx::__normal_iterator<Move*, std::vector<Move, std::allocator<Move> > >::operator++() [141] std::_Vector_base<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::~_Vector_base() [148] std::enable_if<std::__and_<std::is_move_constructible<int>, std::is_move_assignable<int> >::value, void>::type std::swap<int>(int&, int&)
  [77] bool __gnu_cxx::operator!=<Move*, std::vector<Move, std::allocator<Move> > >(__gnu_cxx::__normal_iterator<Move*, std::vector<Move, std::allocator<Move> > > const&, __gnu_cxx::__normal_iterator<Move*, std::vector<Move, std::allocator<Move> > > const&) [89] std::move_iterator<Move*>::move_iterator(Move*) [76] Move&& std::forward<Move>(std::remove_reference<Move>::type&)
 [104] Position::red_winner() const [74] std::move_iterator<Move*>::operator++() [67] Piece&& std::forward<Piece>(std::remove_reference<Piece>::type&)
  [96] Position::red_to_move() const [101] std::allocator_traits<std::allocator<Move> >::deallocate(std::allocator<Move>&, Move*, unsigned long) [150] char const (&std::forward<char const (&) [4]>(std::remove_reference<char const (&) [4]>::type&)) [4]
  [11] Position::GenerateMoves() const [102] std::allocator_traits<std::allocator<Move> >::allocate(std::allocator<Move>&, unsigned long) [119] Move const& std::forward<Move const&>(std::remove_reference<Move const&>::type&)
   [7] Position::GetPossiblePieces(int, int) const [90] std::allocator_traits<std::allocator<Move> >::max_size(std::allocator<Move> const&) [151] Position const& std::forward<Position const&>(std::remove_reference<Position const&>::type&)
  [15] Position::at(int, int) const [59] void std::allocator_traits<std::allocator<Move> >::construct<Move, char const (&) [4], Position const&>(std::allocator<Move>&, Move*, char const (&) [4], Position const&) [66] int& std::forward<int&>(std::remove_reference<int&>::type&)
 [156] Position::max_x() const [50] void std::allocator_traits<std::allocator<Move> >::construct<Move, Move const&>(std::allocator<Move>&, Move*, Move const&) [121] void std::_Destroy<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*)
 [157] Position::max_y() const [45] void std::allocator_traits<std::allocator<Move> >::construct<Move, int&, int&, Piece>(std::allocator<Move>&, Move*, int&, int&, Piece&&) [94] void std::_Destroy<Move*>(Move*, Move*)
   [5] Position::DoMove(Move, Position*) const [142] std::allocator_traits<std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::deallocate(std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*, unsigned long) [95] void std::_Destroy<Move*, Move>(Move*, Move*, std::allocator<Move>&)
  [82] Position::finished() const [143] std::allocator_traits<std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::allocate(std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >&, unsigned long) [145] void std::_Destroy<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*>(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*)
  [51] Position::LargeDump() const [25] Move* std::__uninitialized_copy<false>::__uninit_copy<std::move_iterator<Move*>, Move*>(std::move_iterator<Move*>, std::move_iterator<Move*>, Move*) [146] void std::_Destroy<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >&)
  [85] __gnu_cxx::new_allocator<Move>::max_size() const [53] std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >* std::__uninitialized_default_n_1<false>::__uninit_default_n<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*, unsigned long>(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*, unsigned long) [16] __gnu_cxx::__enable_if<!std::__is_scalar<Piece>::__value, void>::__type std::__fill_a<Piece*, Piece>(Piece*, Piece*, Piece const&)
 [131] __gnu_cxx::new_allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >::max_size() const [9] std::bitset<7ul>::_Unchecked_set(unsigned long, int) [71] bool std::operator==<Move*>(std::move_iterator<Move*> const&, std::move_iterator<Move*> const&)
  [69] __gnu_cxx::__normal_iterator<Move*, std::vector<Move, std::allocator<Move> > >::base() const [36] std::bitset<7ul>::_Unchecked_reset(unsigned long) [72] bool std::operator!=<Move*>(std::move_iterator<Move*> const&, std::move_iterator<Move*> const&)
  [40] __gnu_cxx::__normal_iterator<Move*, std::vector<Move, std::allocator<Move> > >::operator*() const [8] std::bitset<7ul>::set(unsigned long, bool) [34] operator delete(void*, void*)
  [33] std::_Base_bitset<1ul>::_M_getword(unsigned long) const [30] std::bitset<7ul>::reset(unsigned long) [39] operator new(unsigned long, void*)
