Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls   s/call   s/call  name    
  0.10     28.41     0.03 24167828     0.00     0.00  std::deque<std::pair<int, int>, std::allocator<std::pair<int, int> > >::_M_destroy_data(std::_Deque_iterator<std::pair<int, int>, std::pair<int, int>&, std::pair<int, int>*>, std::_Deque_iterator<std::pair<int, int>, std::pair<int, int>&, std::pair<int, int>*>, std::allocator<std::pair<int, int> > const&)
  0.10     28.44     0.03 16716181     0.00     0.00  std::move_iterator<Move*>::operator*() const
  0.10     28.47     0.03 12083914     0.00     0.00  __gnu_cxx::new_allocator<std::pair<int, int> >::new_allocator(__gnu_cxx::new_allocator<std::pair<int, int> > const&)
  0.10     28.50     0.03 12083914     0.00     0.00  std::allocator<std::pair<int, int> >::allocator(std::allocator<std::pair<int, int> > const&)
  0.10     28.53     0.03 12083914     0.00     0.00  std::_Deque_base<std::pair<int, int>, std::allocator<std::pair<int, int> > >::_Deque_impl::_Deque_impl(std::allocator<std::pair<int, int> >&&)
  0.10     28.56     0.03     1510     0.00     0.00  void __gnu_cxx::new_allocator<Move>::construct<Move, Move const&>(Move*, Move const&)
  0.09     28.59     0.03 24167828     0.00     0.00  __gnu_cxx::new_allocator<std::pair<int, int>*>::allocate(unsigned long, void const*)
  0.09     28.61     0.03 24167828     0.00     0.00  std::_Deque_base<std::pair<int, int>, std::allocator<std::pair<int, int> > >::_M_allocate_map(unsigned long)
  0.09     28.64     0.03 12083874     0.00     0.00  void std::vector<Move, std::allocator<Move> >::emplace_back<int&, int&, Piece>(int&, int&, Piece&&)
  0.07     28.66     0.02 88466184     0.00     0.00  std::__detail::_Hashtable_ebo_helper<0, std::__detail::_Select1st, true>::_S_cget(std::__detail::_Hashtable_ebo_helper<0, std::__detail::_Select1st, true> const&)
  0.07     28.68     0.02 70122905     0.00     0.00  std::__detail::_Hash_node_value_base<std::pair<unsigned int const, std::bitset<7ul> > >::_M_v()
  0.07     28.70     0.02 70122894     0.00     0.00  std::__detail::_Hashtable_ebo_helper<0, std::equal_to<unsigned int>, true>::_S_cget(std::__detail::_Hashtable_ebo_helper<0, std::equal_to<unsigned int>, true> const&)
